Column,Column2,year,id,artist and album name,label,release format,genre,subgenre,want,have
1778,801,2015,8274371,Arm Candy - Arm Candy,Not on Label,Cassette,"Rock, Pop","Indie Pop, Punk",1,4
1779,801,2015,8274371,Arm Candy - Arm Candy,Not on Label,Album,"Rock, Pop","Indie Pop, Punk",1,4
1780,801,2015,8274371,Arm Candy - Arm Candy,Not on Label,Limited Edition,"Rock, Pop","Indie Pop, Punk",1,4
1783,804,2015,19106830,Züth! - Oceano,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",0,1
1793,811,2015,12511870,Really Big Pinecone - Really Really Big Pinecone,Not on Label,Cassette,"Rock, Pop","Indie Rock, Indie Pop, Art Rock",6,2
1794,811,2015,12511870,Really Big Pinecone - Really Really Big Pinecone,Not on Label,Mini-Album,"Rock, Pop","Indie Rock, Indie Pop, Art Rock",6,2
1832,822,2015,16706811,Camille Goossens - Let The Future Be Great,Not on Label,Vinyl,Pop,Indie Pop,1,5
1833,822,2015,16706811,Camille Goossens - Let The Future Be Great,Not on Label,LP,Pop,Indie Pop,1,5
1834,822,2015,16706811,Camille Goossens - Let The Future Be Great,Not on Label,Limited Edition,Pop,Indie Pop,1,5
1835,822,2015,16706811,Camille Goossens - Let The Future Be Great,Not on Label,Stereo,Pop,Indie Pop,1,5
1836,822,2015,16706811,Camille Goossens - Let The Future Be Great,Not on Label,CD,Pop,Indie Pop,1,5
1837,822,2015,16706811,Camille Goossens - Let The Future Be Great,Not on Label,Album,Pop,Indie Pop,1,5
1838,822,2015,16706811,Camille Goossens - Let The Future Be Great,Not on Label,Stereo,Pop,Indie Pop,1,5
1848,827,2015,9984175,Ságan - Cada Célula,Not on Label,CD,"Electronic, Pop",Indie Pop,5,6
1849,827,2015,9984175,Ságan - Cada Célula,Not on Label,Album,"Electronic, Pop",Indie Pop,5,6
1850,827,2015,9984175,Ságan - Cada Célula,Not on Label,Stereo,"Electronic, Pop",Indie Pop,5,6
1860,832,2015,9057699,Madagaskar (2) - New Habits,Not on Label,CD,Pop,Indie Pop,0,2
1861,832,2015,9057699,Madagaskar (2) - New Habits,Not on Label,EP,Pop,Indie Pop,0,2
1862,832,2015,9057699,Madagaskar (2) - New Habits,Not on Label,Misprint,Pop,Indie Pop,0,2
1906,848,2015,8246019,SaToA - SaToA,Not on Label,CD,Pop,Indie Pop,6,5
1907,848,2015,8246019,SaToA - SaToA,Not on Label,Mini-Album,Pop,Indie Pop,6,5
1925,855,2015,13381683,Gala Brie - Intensos Instantes,Not on Label,CD,"Electronic, Pop",Indie Pop,1,5
1926,855,2015,13381683,Gala Brie - Intensos Instantes,Not on Label,Album,"Electronic, Pop",Indie Pop,1,5
1927,855,2015,13381683,Gala Brie - Intensos Instantes,Not on Label,Stereo,"Electronic, Pop",Indie Pop,1,5
1937,859,2015,12608009,Herissonic - Sous L'Ecorce,Not on Label,CD,Pop,Indie Pop,0,1
1938,859,2015,12608009,Herissonic - Sous L'Ecorce,Not on Label,Mini-Album,Pop,Indie Pop,0,1
1939,860,2015,11235788,TOMKAT (2) - Big Love,Not on Label,CD,Pop,Indie Pop,0,1
1940,860,2015,11235788,TOMKAT (2) - Big Love,Not on Label,EP,Pop,Indie Pop,0,1
1941,860,2015,11235788,TOMKAT (2) - Big Love,Not on Label,Stereo,Pop,Indie Pop,0,1
1983,875,2015,14605103,HEBE (4) - The Beginning,Not on Label,CD,"Pop, Folk, World, & Country",Indie Pop,0,10
1984,875,2015,14605103,HEBE (4) - The Beginning,Not on Label,Mini-Album,"Pop, Folk, World, & Country",Indie Pop,0,10
1994,879,2015,11022847,Borden - Collisions,Not on Label,CD,Pop,Indie Pop,1,1
1995,879,2015,11022847,Borden - Collisions,Not on Label,EP,Pop,Indie Pop,1,1
1996,879,2015,11022847,Borden - Collisions,Not on Label,Stereo,Pop,Indie Pop,1,1
2034,891,2015,12164430,BearMoonTree - BearMoonTree,Not on Label,CD,Pop,Indie Pop,0,2
2035,891,2015,12164430,BearMoonTree - BearMoonTree,Not on Label,EP,Pop,Indie Pop,0,2
2036,891,2015,12164430,BearMoonTree - BearMoonTree,Not on Label,Stereo,Pop,Indie Pop,0,2
2066,902,2015,13803579,Beluga (8) - Búmeran,Not on Label,CD,Pop,Indie Pop,0,2
2067,902,2015,13803579,Beluga (8) - Búmeran,Not on Label,Album,Pop,Indie Pop,0,2
2068,902,2015,13803579,Beluga (8) - Búmeran,Not on Label,Stereo,Pop,Indie Pop,0,2
2069,903,2015,13179068,Matcha's Datcha - After The Burnout,Not on Label,CD,"Rock, Pop",Indie Pop,0,1
2070,903,2015,13179068,Matcha's Datcha - After The Burnout,Not on Label,Mini-Album,"Rock, Pop",Indie Pop,0,1
2095,913,2015,13330056,Giles Field - Simple Songs: The Best Of Giles Field,Not on Label,CD,"Pop, Folk, World, & Country",Indie Pop,1,1
2096,913,2015,13330056,Giles Field - Simple Songs: The Best Of Giles Field,Not on Label,Album,"Pop, Folk, World, & Country",Indie Pop,1,1
2097,913,2015,13330056,Giles Field - Simple Songs: The Best Of Giles Field,Not on Label,Compilation,"Pop, Folk, World, & Country",Indie Pop,1,1
2113,920,2015,28044930,Daniella Tourgeman* - Daniella Tourgeman,Not on Label,CD,Pop,Indie Pop,1,0
2114,920,2015,28044930,Daniella Tourgeman* - Daniella Tourgeman,Not on Label,Album,Pop,Indie Pop,1,0
2115,920,2015,28044930,Daniella Tourgeman* - Daniella Tourgeman,Not on Label,Stereo,Pop,Indie Pop,1,0
2138,927,2015,19824373,We Love Silence - Veronica's Blue Eyes,Not on Label,CD,"Pop, Folk, World, & Country",Indie Pop,1,4
2139,927,2015,19824373,We Love Silence - Veronica's Blue Eyes,Not on Label,Album,"Pop, Folk, World, & Country",Indie Pop,1,4
2140,927,2015,19824373,We Love Silence - Veronica's Blue Eyes,Not on Label,Stereo,"Pop, Folk, World, & Country",Indie Pop,1,4
2162,936,2015,10757206,Jon Norris - Bad Seasons,Not on Label,CD,Pop,Indie Pop,0,0
2163,936,2015,10757206,Jon Norris - Bad Seasons,Not on Label,EP,Pop,Indie Pop,0,0
2164,936,2015,10757206,Jon Norris - Bad Seasons,Not on Label,Promo,Pop,Indie Pop,0,0
2193,948,2015,29004316,Al Bairre - Experience The Al Bairre Show With Al Bairre Experience,Not on Label,CD,Pop,Indie Pop,7,2
2194,948,2015,29004316,Al Bairre - Experience The Al Bairre Show With Al Bairre Experience,Not on Label,Mini-Album,Pop,Indie Pop,7,2
2201,951,2015,14318679,Phoenix Club - Talk The Talk,Not on Label,CD,Pop,Indie Pop,0,1
2202,951,2015,14318679,Phoenix Club - Talk The Talk,Not on Label,Single,Pop,Indie Pop,0,1
2203,951,2015,14318679,Phoenix Club - Talk The Talk,Not on Label,Stereo,Pop,Indie Pop,0,1
2234,962,2015,13330056,Giles Field - Simple Songs: The Best Of Giles Field,Not on Label,CD,"Pop, Folk, World, & Country",Indie Pop,1,1
2235,962,2015,13330056,Giles Field - Simple Songs: The Best Of Giles Field,Not on Label,Album,"Pop, Folk, World, & Country",Indie Pop,1,1
2236,962,2015,13330056,Giles Field - Simple Songs: The Best Of Giles Field,Not on Label,Compilation,"Pop, Folk, World, & Country",Indie Pop,1,1
2267,975,2015,10757206,Jon Norris - Bad Seasons,Not on Label,CD,Pop,Indie Pop,0,0
2268,975,2015,10757206,Jon Norris - Bad Seasons,Not on Label,EP,Pop,Indie Pop,0,0
2269,975,2015,10757206,Jon Norris - Bad Seasons,Not on Label,Promo,Pop,Indie Pop,0,0
2273,977,2015,19824373,We Love Silence - Veronica's Blue Eyes,Not on Label,CD,"Pop, Folk, World, & Country",Indie Pop,1,4
2274,977,2015,19824373,We Love Silence - Veronica's Blue Eyes,Not on Label,Album,"Pop, Folk, World, & Country",Indie Pop,1,4
2275,977,2015,19824373,We Love Silence - Veronica's Blue Eyes,Not on Label,Stereo,"Pop, Folk, World, & Country",Indie Pop,1,4
2305,985,2015,11333120,Teen Girl Scientist Monthly - Hyper Trophy,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",0,2
2306,985,2015,11333120,Teen Girl Scientist Monthly - Hyper Trophy,Not on Label,Album,"Rock, Pop","Indie Rock, Indie Pop",0,2
2307,986,2015,12256735,Claudius (7) - Get Out,Not on Label,CD,"Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",0,1
2308,986,2015,12256735,Claudius (7) - Get Out,Not on Label,Album,"Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",0,1
2309,987,2015,10306000,Juraj Hnilica - Dovoľte Mi Predstaviť Sa Vám,Not on Label,CD,"Rock, Pop","Indie Pop, Indie Rock",0,1
2310,987,2015,10306000,Juraj Hnilica - Dovoľte Mi Predstaviť Sa Vám,Not on Label,Album,"Rock, Pop","Indie Pop, Indie Rock",0,1
2317,991,2015,22739594,Various - Colours Of Ostrava 2015,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",0,8
2318,991,2015,22739594,Various - Colours Of Ostrava 2015,Not on Label,Compilation,"Rock, Pop","Indie Rock, Indie Pop",0,8
2341,1004,2015,7062857,Amber Smith - Modern,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",2,15
2342,1004,2015,7062857,Amber Smith - Modern,Not on Label,Album,"Rock, Pop","Indie Rock, Indie Pop",2,15
2347,1007,2015,16125702,Cemetery Sun - Cemetery Sun,Not on Label,CD,"Rock, Pop","Indie Pop, Indie Rock",8,7
2348,1007,2015,16125702,Cemetery Sun - Cemetery Sun,Not on Label,EP,"Rock, Pop","Indie Pop, Indie Rock",8,7
2355,1011,2015,17319550,Left At London - Will Write Songs 4 Money,Not on Label,CD,"Rock, Pop, Folk, World, & Country","Indie Rock, Indie Pop",8,1
2356,1011,2015,17319550,Left At London - Will Write Songs 4 Money,Not on Label,EP,"Rock, Pop, Folk, World, & Country","Indie Rock, Indie Pop",8,1
2357,1012,2015,33124626,Edie Green - New Heavy,Not on Label,CD,"Rock, Pop","Indie Pop, Indie Rock",0,0
2358,1012,2015,33124626,Edie Green - New Heavy,Not on Label,EP,"Rock, Pop","Indie Pop, Indie Rock",0,0
2363,1015,2015,13975501,Veintiuno - Nada Parecido,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",7,11
2364,1015,2015,13975501,Veintiuno - Nada Parecido,Not on Label,Album,"Rock, Pop","Indie Rock, Indie Pop",7,11
2367,1017,2015,7735387,Bern & The Brights - Heart Wide Open,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",0,1
2368,1017,2015,7735387,Bern & The Brights - Heart Wide Open,Not on Label,EP,"Rock, Pop","Indie Rock, Indie Pop",0,1
2382,1024,2015,8933376,Go Go Fish - If I Go Down I'm Taking You With Me,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",0,2
2383,1024,2015,8933376,Go Go Fish - If I Go Down I'm Taking You With Me,Not on Label,EP,"Rock, Pop","Indie Rock, Indie Pop",0,2
2402,1035,2015,7791421,The Not Fur Longs - Not Fur Songs,Not on Label,CD,"Rock, Pop","Indie Pop, Indie Rock",0,1
2403,1035,2015,7791421,The Not Fur Longs - Not Fur Songs,Not on Label,Album,"Rock, Pop","Indie Pop, Indie Rock",0,1
2412,1039,2015,15725545,Annen May Kantereit* - Wird Schon Irgendwie Gehen,Not on Label,CD,"Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",1,12
2413,1039,2015,15725545,Annen May Kantereit* - Wird Schon Irgendwie Gehen,Not on Label,EP,"Rock, Pop, Folk, World, & Country","Indie Pop, Indie Rock",1,12
2418,1044,2015,9147618,Miya Folick - Strange Darling,Not on Label,CD,"Rock, Pop","Indie Pop, Indie Rock",40,13
2419,1044,2015,9147618,Miya Folick - Strange Darling,Not on Label,EP,"Rock, Pop","Indie Pop, Indie Rock",40,13
2424,1047,2015,9118300,Lane Steinberg - Instrumental,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",4,2
2425,1047,2015,9118300,Lane Steinberg - Instrumental,Not on Label,Album,"Rock, Pop","Indie Rock, Indie Pop",4,2
2454,1063,2015,9147618,Miya Folick - Strange Darling,Not on Label,CD,"Rock, Pop","Indie Pop, Indie Rock",40,13
2455,1063,2015,9147618,Miya Folick - Strange Darling,Not on Label,EP,"Rock, Pop","Indie Pop, Indie Rock",40,13
2460,1066,2015,9118300,Lane Steinberg - Instrumental,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",4,2
2461,1066,2015,9118300,Lane Steinberg - Instrumental,Not on Label,Album,"Rock, Pop","Indie Rock, Indie Pop",4,2
2478,1075,2015,15491325,Prefiero Fernández - Mineral,Not on Label,CD,"Rock, Pop","Indie Pop, Indie Rock",0,9
2479,1075,2015,15491325,Prefiero Fernández - Mineral,Not on Label,Album,"Rock, Pop","Indie Pop, Indie Rock",0,9
2530,1090,2015,7066580,Norman Franz - Daisy,Not on Label,CD,Pop,Indie Pop,0,1
2531,1090,2015,7066580,Norman Franz - Daisy,Not on Label,Album,Pop,Indie Pop,0,1
2532,1090,2015,7066580,Norman Franz - Daisy,Not on Label,Remastered,Pop,Indie Pop,0,1
2533,1090,2015,7066580,Norman Franz - Daisy,Not on Label,Stereo,Pop,Indie Pop,0,1
2534,1091,2015,19685467,Tash Sultana - Higher,Not on Label,CD,Pop,Indie Pop,18,0
2535,1091,2015,19685467,Tash Sultana - Higher,Not on Label,Maxi-Single,Pop,Indie Pop,18,0
2536,1091,2015,19685467,Tash Sultana - Higher,Not on Label,Stereo,Pop,Indie Pop,18,0
2537,1092,2015,10356741,Purple Hats and Jetpacks - Midnight Sun,Not on Label,CD,"Rock, Pop",Indie Pop,0,0
2538,1092,2015,10356741,Purple Hats and Jetpacks - Midnight Sun,Not on Label,Mini,"Rock, Pop",Indie Pop,0,0
2539,1092,2015,10356741,Purple Hats and Jetpacks - Midnight Sun,Not on Label,EP,"Rock, Pop",Indie Pop,0,0
2540,1092,2015,10356741,Purple Hats and Jetpacks - Midnight Sun,Not on Label,Stereo,"Rock, Pop",Indie Pop,0,0
2541,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Not on Label,CD,Pop,Indie Pop,0,0
2542,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Not on Label,CD-ROM,Pop,Indie Pop,0,0
2543,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Not on Label,Single,Pop,Indie Pop,0,0
2544,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Not on Label,Stereo,Pop,Indie Pop,0,0
2545,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Not on Label,File,Pop,Indie Pop,0,0
2546,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Not on Label,MP3,Pop,Indie Pop,0,0
2547,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Not on Label,Single,Pop,Indie Pop,0,0
2548,1094,2015,8377898,Stanley Michael - Never Needed Anything More,Not on Label,Stereo,Pop,Indie Pop,0,0
2578,1103,2015,7574971,Lyla Foy - UMi,Not on Label,CD,Pop,Indie Pop,6,18
2579,1103,2015,7574971,Lyla Foy - UMi,Not on Label,EP,Pop,Indie Pop,6,18
2580,1103,2015,7574971,Lyla Foy - UMi,Not on Label,Limited Edition,Pop,Indie Pop,6,18
2590,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,Vinyl,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2591,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,"12""","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2592,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,45 RPM,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2593,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,EP,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2594,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,CD,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2595,1107,2015,6925212,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,EP,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",109,1042
2632,1117,2015,7505658,Milk Toast (3) - Home Recordings,Not on Label,Cassette,"Rock, Pop","Indie Pop, Lo-Fi",6,0
2633,1117,2015,7505658,Milk Toast (3) - Home Recordings,Not on Label,Limited Edition,"Rock, Pop","Indie Pop, Lo-Fi",6,0
2654,1125,2015,27969906,Forced Random* - I'm Still Here If You You Want Me,Not on Label,CD,Pop,Indie Pop,0,0
2655,1125,2015,27969906,Forced Random* - I'm Still Here If You You Want Me,Not on Label,EP,Pop,Indie Pop,0,0
2656,1125,2015,27969906,Forced Random* - I'm Still Here If You You Want Me,Not on Label,Limited Edition,Pop,Indie Pop,0,0
2657,1125,2015,27969906,Forced Random* - I'm Still Here If You You Want Me,Not on Label,Numbered,Pop,Indie Pop,0,0
2687,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,Vinyl,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2688,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,"12""","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2689,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,45 RPM,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2690,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,EP,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2691,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,Repress,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2692,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,CD,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2693,1131,2015,7910784,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,EP,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",41,514
2704,1135,2015,6867353,The Narentines - Soundphernalia,Not on Label,CD,"Rock, Pop",Indie Pop,0,2
2705,1135,2015,6867353,The Narentines - Soundphernalia,Not on Label,Mini-Album,"Rock, Pop",Indie Pop,0,2
2706,1135,2015,6867353,The Narentines - Soundphernalia,Not on Label,EP,"Rock, Pop",Indie Pop,0,2
2707,1135,2015,6867353,The Narentines - Soundphernalia,Not on Label,Stereo,"Rock, Pop",Indie Pop,0,2
2718,1138,2015,12051007,Oh Pep! - Oh Pep!,Not on Label,CD,Pop,Indie Pop,1,1
2719,1138,2015,12051007,Oh Pep! - Oh Pep!,Not on Label,Compilation,Pop,Indie Pop,1,1
2720,1138,2015,12051007,Oh Pep! - Oh Pep!,Not on Label,Limited Edition,Pop,Indie Pop,1,1
2721,1138,2015,12051007,Oh Pep! - Oh Pep!,Not on Label,Promo,Pop,Indie Pop,1,1
2739,1145,2015,12794740,Eric and Erica - The Way To Turn,Not on Label,CD,Pop,Indie Pop,0,2
2740,1145,2015,12794740,Eric and Erica - The Way To Turn,Not on Label,Album,Pop,Indie Pop,0,2
2741,1145,2015,12794740,Eric and Erica - The Way To Turn,Not on Label,Limited Edition,Pop,Indie Pop,0,2
2742,1145,2015,12794740,Eric and Erica - The Way To Turn,Not on Label,Stereo,Pop,Indie Pop,0,2
2757,1152,2015,12051007,Oh Pep! - Oh Pep!,Not on Label,CD,Pop,Indie Pop,1,1
2758,1152,2015,12051007,Oh Pep! - Oh Pep!,Not on Label,Compilation,Pop,Indie Pop,1,1
2759,1152,2015,12051007,Oh Pep! - Oh Pep!,Not on Label,Limited Edition,Pop,Indie Pop,1,1
2760,1152,2015,12051007,Oh Pep! - Oh Pep!,Not on Label,Promo,Pop,Indie Pop,1,1
2763,1154,2015,31160618,Flounder Warehouse - Self-Checkout Line,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",0,1
2764,1154,2015,31160618,Flounder Warehouse - Self-Checkout Line,Not on Label,EP,"Rock, Pop","Indie Rock, Indie Pop",0,1
2765,1154,2015,31160618,Flounder Warehouse - Self-Checkout Line,Not on Label,Stereo,"Rock, Pop","Indie Rock, Indie Pop",0,1
2766,1155,2015,20202475,Samuel Bos - Bright Lights,Not on Label,CD,"Rock, Pop","Indie Pop, Indie Rock",0,1
2767,1155,2015,20202475,Samuel Bos - Bright Lights,Not on Label,Album,"Rock, Pop","Indie Pop, Indie Rock",0,1
2768,1155,2015,20202475,Samuel Bos - Bright Lights,Not on Label,Stereo,"Rock, Pop","Indie Pop, Indie Rock",0,1
2775,1158,2015,8145332,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,Vinyl,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",25,290
2776,1158,2015,8145332,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,"12""","Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",25,290
2777,1158,2015,8145332,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,45 RPM,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",25,290
2778,1158,2015,8145332,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,EP,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",25,290
2779,1158,2015,8145332,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,Repress,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",25,290
2780,1158,2015,8145332,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,CD,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",25,290
2781,1158,2015,8145332,AnnenMayKantereit - Wird Schon Irgendwie Gehen,Not on Label,EP,"Rock, Blues, Pop, Folk, World, & Country","Indie Pop, Indie Rock",25,290
2793,1163,2015,10749089,Beach Youth - Days,Not on Label,CD,"Rock, Pop","Indie Pop, Indie Rock",0,5
2794,1163,2015,10749089,Beach Youth - Days,Not on Label,Single,"Rock, Pop","Indie Pop, Indie Rock",0,5
2795,1163,2015,10749089,Beach Youth - Days,Not on Label,Promo,"Rock, Pop","Indie Pop, Indie Rock",0,5
2804,1168,2015,13169861,Moccobond - ナイスルーム,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop",0,0
2805,1168,2015,13169861,Moccobond - ナイスルーム,Not on Label,Mini-Album,"Rock, Pop","Indie Rock, Indie Pop",0,0
2817,1174,2015,35216530,Duele (2) - Vacaciones Químicas,Not on Label,Cassette,"Rock, Pop","Shoegaze, Alternative Rock, Indie Pop",0,1
2818,1174,2015,35216530,Duele (2) - Vacaciones Químicas,Not on Label,EP,"Rock, Pop","Shoegaze, Alternative Rock, Indie Pop",0,1
2852,1188,2015,8534848,brightener (2) - Hummingbird,Not on Label,CD,"Rock, Pop","Indie Rock, Indie Pop, Pop Rock",1,4
2853,1188,2015,8534848,brightener (2) - Hummingbird,Not on Label,Album,"Rock, Pop","Indie Rock, Indie Pop, Pop Rock",1,4
2856,1190,2015,31945576,Caveboy - Caveboy,Not on Label,CD,"Electronic, Rock, Pop","Indie Pop, Indie Rock, Synth-pop",0,2
2857,1190,2015,31945576,Caveboy - Caveboy,Not on Label,EP,"Electronic, Rock, Pop","Indie Pop, Indie Rock, Synth-pop",0,2
2883,1203,2015,9608142,Mark Mills (3) - Triple Fire Sign,Not on Label,Vinyl,Pop,Indie Pop,3,13
2884,1203,2015,9608142,Mark Mills (3) - Triple Fire Sign,Not on Label,LP,Pop,Indie Pop,3,13
